name,gamma1,gamma2,gamma3,gamma4,gamma5,gamma6
cg500175k_si_001_auto,26.96133356,1.804991971,2.246133464,2.504554418,2.816085159,2.68788115
cg501730q_si_002_clean,33.14724407,20.03314144,14.59346754,12.50038162,1.935750234,1.586535352
cm501138g_si_002_clean,99.40894101,17.40248275,15.61312853,5.865117043,7.589182823,6.124821546
cm501138g_si_005_clean,99.40492144,17.3980937,15.61012824,5.864763665,7.586837024,6.12454755
cm501138g_si_006_clean,99.39695806,17.38722635,15.60116121,5.864549596,7.583241421,6.123377162
cm501138g_si_008_clean,99.3914437,17.38019952,15.59471353,5.862842545,6.123129778,7.579453817
cm501138g_si_009_clean,99.40872948,17.40415745,15.61466495,5.865086311,7.590009433,6.125143795
cm501138g_si_010_clean,99.39596964,17.38797059,15.59717042,5.864140261,7.581013592,6.123930167
cm501138g_si_011_clean,99.41885531,17.413786,15.62331271,5.865580618,7.593775983,6.126216504
cm501138g_si_012_clean,99.38815101,17.37610201,15.59131259,5.862804966,7.578415295,6.122945316
ic034943jsi20030807_040506_clean,26.32332341,12.80847496,7.275133966,5.375286213,0.122099732,2.356373584
ic502921j_si_002_clean,99.58040925,2.323935822,4.284856566,5.074141663,6.828294807,5.891140963
ic5b00194_si_002_clean,61.94321646,9.995457337,7.30553575,4.783704569,4.385936436,3.735831614
j.inoche.2015.05.017_inc05998-mmc2_clean,27.47378056,12.09596957,4.364550572,4.573349756,7.429806704,7.965209683
ja203898s_si_004_clean,48.67169959,22.53617739,1.352958185,2.972300085,14.36104516,10.12598117
ja203898s_si_006_clean,39.02477979,26.04691881,13.75356609,6.95307602,0.859516199,0.526807847
science.1056698_manual,21.43851117,5.143773121,4.515443873,2.696348465,0.832533982,1.277944459
